1.7555,1.7555,19.938,19.938,29.861
1.7719,1.7719,19.8,19.8,29.722
1.7989,1.7989,19.661,19.661,29.583
1.8361,1.8361,19.523,19.523,29.444
1.8828,1.8828,19.385,19.385,29.306
1.9383,1.9383,19.246,19.246,29.167
2.0019,2.0019,19.108,19.108,29.028
2.0729,2.0729,18.97,18.97,28.889
2.1506,2.1506,18.831,18.831,28.75
2.2342,2.2342,18.693,18.693,28.611
2.3231,2.3231,18.555,18.555,28.472
2.4167,2.4167,18.417,18.417,28.333
2.5145,2.5145,18.278,18.278,28.194
2.616,2.616,18.14,18.14,28.056
2.7208,2.7208,18.002,18.002,27.917
2.8286,2.8286,17.864,17.864,27.778
2.9389,2.9389,17.725,17.725,27.639
3.0516,3.0516,17.587,17.587,27.5
3.1664,3.1664,17.449,17.449,27.361
3.2831,3.2831,17.311,17.311,27.222
3.4014,3.4014,17.173,17.173,27.083
3.5212,3.5212,17.035,17.035,26.944
3.6424,3.6424,16.896,16.896,26.806
3.7648,3.7648,16.758,16.758,26.667
3.8883,3.8883,16.62,16.62,26.528
4.0128,4.0128,16.482,16.482,26.389
4.1382,4.1382,16.344,16.344,26.25
4.2645,4.2645,16.206,16.206,26.111
4.3915,4.3915,16.068,16.068,25.972
4.5192,4.5192,15.93,15.93,25.833
4.6476,4.6476,15.792,15.792,25.694
4.7766,4.7766,15.654,15.654,25.556
4.9061,4.9061,15.516,15.516,25.417
5.0361,5.0361,15.378,15.378,25.278
5.1665,5.1665,15.24,15.24,25.139
5.2974,5.2974,15.102,15.102,25
5.4287,5.4287,14.964,14.964,24.861
5.5603,5.5603,14.826,14.826,24.722
5.6923,5.6923,14.688,14.688,24.583
5.8247,5.8247,14.55,14.55,24.444
5.9573,5.9573,14.412,14.412,24.306
6.0902,6.0902,14.274,14.274,24.167
6.2233,6.2233,14.137,14.137,24.028
6.3567,6.3567,13.999,13.999,23.889
6.4904,6.4904,13.861,13.861,23.75
6.6242,6.6242,13.723,13.723,23.611
6.7583,6.7583,13.585,13.585,23.472
